event_type,support_limb,frame_100hz,source
heel_strike,L,80950,GRF
toe_off,R,80965,GRF
heel_strike,R,81007,GRF
toe_off,L,81021,GRF
heel_strike,L,81060,GRF
toe_off,R,81075,GRF
heel_strike,R,81116,GRF
toe_off,L,81130,GRF
heel_strike,L,81171,GRF
toe_off,R,81186,GRF
heel_strike,R,81228,GRF
toe_off,L,81242,GRF
heel_strike,L,81286,GRF
toe_off,R,81300,GRF
heel_strike,R,81343,GRF
toe_off,L,81356,GRF
heel_strike,L,81399,GRF
toe_off,R,81413,GRF
heel_strike,R,81454,GRF
toe_off,L,81468,GRF
heel_strike,L,81508,GRF
toe_off,R,81523,GRF
heel_strike,R,81562,GRF
toe_off,L,81577,GRF
heel_strike,L,81616,GRF
toe_off,R,81631,GRF
heel_strike,R,81672,GRF
toe_off,L,81686,GRF
heel_strike,L,81726,GRF
toe_off,R,81742,GRF
heel_strike,R,81785,GRF
toe_off,L,81798,GRF
heel_strike,L,81839,GRF
toe_off,R,81853,GRF
heel_strike,R,81895,GRF
toe_off,L,81909,GRF
heel_strike,L,81951,GRF
toe_off,R,81966,GRF
heel_strike,R,82007,GRF
toe_off,L,82020,GRF
heel_strike,L,82060,GRF
toe_off,R,82075,GRF
heel_strike,R,82115,GRF
toe_off,L,82129,GRF
heel_strike,L,82168,GRF
toe_off,R,82183,GRF
heel_strike,R,82225,GRF
toe_off,L,82238,GRF
heel_strike,L,82282,GRF
toe_off,R,82296,GRF
heel_strike,R,82340,GRF
toe_off,L,82363,GRF
heel_strike,L,82397,GRF
toe_off,R,82411,GRF
heel_strike,R,82455,GRF
toe_off,L,82469,GRF
heel_strike,L,82510,GRF
toe_off,R,82525,GRF
heel_strike,R,82567,GRF
toe_off,L,82580,GRF
heel_strike,L,82619,GRF
toe_off,R,82635,GRF
heel_strike,R,82673,GRF
toe_off,L,82687,GRF
heel_strike,L,82731,GRF
toe_off,R,82745,GRF
heel_strike,R,82784,GRF
toe_off,L,82799,GRF
heel_strike,L,82841,GRF
toe_off,R,82855,GRF
heel_strike,R,82897,GRF
toe_off,L,82911,GRF
heel_strike,L,82951,GRF
toe_off,R,82965,GRF
heel_strike,R,83008,GRF
toe_off,L,83023,GRF
heel_strike,L,83061,GRF
toe_off,R,83076,GRF
heel_strike,R,83117,GRF
toe_off,L,83131,GRF
heel_strike,L,83174,GRF
toe_off,R,83188,GRF
heel_strike,R,83230,GRF
toe_off,L,83243,GRF
heel_strike,L,83285,GRF
toe_off,R,83300,GRF
heel_strike,R,83341,GRF
toe_off,L,83355,GRF
heel_strike,L,83396,GRF
toe_off,R,83410,GRF
heel_strike,R,83452,GRF
toe_off,L,83466,GRF
heel_strike,L,83507,GRF
toe_off,R,83522,GRF
heel_strike,R,83563,GRF
toe_off,L,83577,GRF
heel_strike,L,83621,GRF
toe_off,R,83635,GRF
heel_strike,R,83678,GRF
toe_off,L,83692,GRF
heel_strike,L,83735,GRF
toe_off,R,83748,GRF
heel_strike,R,83790,GRF
toe_off,L,83804,GRF
heel_strike,L,83845,GRF
toe_off,R,83860,GRF
heel_strike,R,83899,GRF
toe_off,L,83913,GRF
heel_strike,L,83955,GRF
toe_off,R,83969,GRF
heel_strike,R,84011,GRF
toe_off,L,84025,GRF
heel_strike,L,84066,GRF
toe_off,R,84081,GRF
heel_strike,R,84119,GRF
toe_off,L,84134,GRF
heel_strike,L,84173,GRF
toe_off,R,84188,GRF
heel_strike,R,84230,GRF
toe_off,L,84243,GRF
heel_strike,L,84284,GRF
toe_off,R,84299,GRF
heel_strike,R,84341,GRF
toe_off,L,84354,GRF
heel_strike,L,84398,GRF
toe_off,R,84412,GRF
heel_strike,R,84457,GRF
toe_off,L,84471,GRF
heel_strike,L,84511,GRF
toe_off,R,84526,GRF
heel_strike,R,84569,GRF
toe_off,L,84583,GRF
heel_strike,L,84626,GRF
toe_off,R,84640,GRF
heel_strike,R,84682,GRF
toe_off,L,84696,GRF
heel_strike,L,84737,GRF
toe_off,R,84751,GRF
heel_strike,R,84792,GRF
toe_off,L,84806,GRF
heel_strike,L,84846,GRF
toe_off,R,84860,GRF
heel_strike,R,84901,GRF
toe_off,L,84916,GRF
heel_strike,L,84957,GRF
toe_off,R,84971,GRF
heel_strike,R,85014,GRF
toe_off,L,85027,GRF
heel_strike,L,85068,GRF
toe_off,R,85081,GRF
heel_strike,R,85122,GRF
toe_off,L,85137,GRF
heel_strike,L,85178,GRF
toe_off,R,85192,GRF
heel_strike,R,85233,GRF
toe_off,L,85247,GRF
heel_strike,L,85288,GRF
toe_off,R,85302,GRF
heel_strike,R,85343,GRF
toe_off,L,85357,GRF
heel_strike,L,85398,GRF
toe_off,R,85412,GRF
heel_strike,R,85453,GRF
toe_off,L,85467,GRF
heel_strike,L,85507,GRF
toe_off,R,85522,GRF
heel_strike,R,85562,GRF
toe_off,L,85576,GRF
heel_strike,L,85617,GRF
toe_off,R,85632,GRF
heel_strike,R,85675,GRF
toe_off,L,85689,GRF
heel_strike,L,85730,GRF
toe_off,R,85744,GRF
heel_strike,R,85785,GRF
toe_off,L,85799,GRF
heel_strike,L,85841,GRF
toe_off,R,85855,GRF
heel_strike,R,85897,GRF
toe_off,L,85911,GRF
heel_strike,L,85953,GRF
toe_off,R,85968,GRF
heel_strike,R,86009,GRF
toe_off,L,86023,GRF
heel_strike,L,86063,GRF
toe_off,R,86077,GRF
heel_strike,R,86119,GRF
toe_off,L,86133,GRF
heel_strike,L,86173,GRF
toe_off,R,86188,GRF
heel_strike,R,86230,GRF
toe_off,L,86244,GRF
heel_strike,L,86289,GRF
toe_off,R,86302,GRF
heel_strike,R,86343,GRF
toe_off,L,86357,GRF
heel_strike,L,86400,GRF
toe_off,R,86414,GRF
heel_strike,R,86454,GRF
toe_off,L,86468,GRF
heel_strike,L,86509,GRF
toe_off,R,86523,GRF
heel_strike,R,86564,GRF
toe_off,L,86578,kinematic
heel_strike,L,86619,GRF
toe_off,R,86632,GRF
heel_strike,R,86676,GRF
toe_off,L,86690,kinematic
heel_strike,L,86730,GRF
toe_off,R,86745,GRF
heel_strike,R,86786,GRF
toe_off,L,86800,GRF
heel_strike,L,86840,GRF
toe_off,R,86855,GRF
heel_strike,R,86898,GRF
toe_off,L,86911,GRF
heel_strike,L,86953,GRF
toe_off,R,86968,GRF
heel_strike,R,87008,GRF
toe_off,L,87022,GRF
heel_strike,L,87063,GRF
toe_off,R,87078,GRF
heel_strike,R,87118,GRF
toe_off,L,87131,GRF
heel_strike,L,87171,GRF
toe_off,R,87185,GRF
heel_strike,R,87228,GRF
toe_off,L,87242,GRF
heel_strike,L,87283,GRF
toe_off,R,87297,GRF
heel_strike,R,87339,GRF
toe_off,L,87354,GRF
heel_strike,L,87396,GRF
toe_off,R,87410,GRF
heel_strike,R,87450,GRF
toe_off,L,87465,GRF
heel_strike,L,87507,GRF
toe_off,R,87521,GRF
heel_strike,R,87562,GRF
toe_off,L,87576,GRF
heel_strike,L,87617,GRF
toe_off,R,87632,GRF
heel_strike,R,87674,GRF
toe_off,L,87688,GRF
heel_strike,L,87727,GRF
toe_off,R,87743,GRF
heel_strike,R,87786,GRF
toe_off,L,87808,GRF
heel_strike,L,87840,GRF
toe_off,R,87854,GRF
heel_strike,R,87896,GRF
toe_off,L,87912,GRF
heel_strike,L,87952,GRF
toe_off,R,87966,GRF
heel_strike,R,88008,GRF
toe_off,L,88022,GRF
heel_strike,L,88064,GRF
toe_off,R,88078,GRF
heel_strike,R,88120,GRF
toe_off,L,88133,GRF
heel_strike,L,88174,GRF
toe_off,R,88188,GRF
heel_strike,R,88229,GRF
toe_off,L,88243,GRF
heel_strike,L,88282,GRF
toe_off,R,88297,GRF
heel_strike,R,88338,GRF
toe_off,L,88352,GRF
heel_strike,L,88393,GRF
toe_off,R,88409,GRF
heel_strike,R,88452,GRF
toe_off,L,88466,kinematic
heel_strike,L,88506,GRF
toe_off,R,88520,GRF
heel_strike,R,88561,GRF
toe_off,L,88575,GRF
heel_strike,L,88616,GRF
toe_off,R,88631,GRF
heel_strike,R,88672,GRF
toe_off,L,88686,GRF
heel_strike,L,88727,GRF
toe_off,R,88742,GRF
heel_strike,R,88783,GRF
toe_off,L,88796,GRF
heel_strike,L,88839,GRF
toe_off,R,88853,GRF
heel_strike,R,88895,GRF
toe_off,L,88909,GRF
heel_strike,L,88950,GRF
toe_off,R,88964,GRF
heel_strike,R,89008,GRF
toe_off,L,89021,GRF
heel_strike,L,89064,GRF
toe_off,R,89079,GRF
heel_strike,R,89120,GRF
toe_off,L,89134,GRF
heel_strike,L,89177,GRF
toe_off,R,89191,GRF
heel_strike,R,89232,GRF
toe_off,L,89246,GRF
heel_strike,L,89289,GRF
toe_off,R,89303,GRF
heel_strike,R,89348,GRF
toe_off,L,89361,GRF
heel_strike,L,89407,GRF
toe_off,R,89420,GRF
heel_strike,R,89465,GRF
toe_off,L,89479,GRF
heel_strike,L,89523,GRF
toe_off,R,89549,GRF
heel_strike,R,89589,GRF
toe_off,L,89612,kinematic
toe_off,R,89706,GRF
